UniqueId,Region,OrderDate,InvoiceDate,DueDate,Amount,Disputed,InvoiceType,Delay
6172286856,North America,2012-02-15,2012-04-09,2012-05-15,30.11,No,Paper,True
7802365347,Europe,2012-03-02,2012-04-09,2012-05-22,69.8,No,Paper,False
6863821110,South America,2012-02-13,2012-04-09,2012-05-22,64.41,No,Paper,False
9890424733,North America,2012-03-14,2012-04-09,2012-05-22,54.82,No,Paper,False
8935367432,South America,2012-02-24,2012-04-09,2012-04-26,63.16,Yes,Paper,True
6023663421,South America,2012-02-03,2012-04-09,2012-05-04,61.97,Yes,Paper,True
7314906808,South America,2012-02-29,2012-04-10,2012-05-23,60.35,No,Paper,False
7217104959,Central America,2012-02-09,2012-04-10,2012-05-07,20.99,Yes,Paper,True
3298709830,Central America,2012-02-23,2012-04-10,2012-05-23,21.24,No,Paper,False
1838230354,Africa&Asia,2012-01-23,2012-04-10,2012-04-22,59.56,Yes,Paper,True
2949843698,Africa&Asia,2012-02-16,2012-04-10,2012-05-23,39.35,No,Paper,False
3480348952,Europe,2012-03-10,2012-04-11,2012-05-24,40.03,Yes,Electronic,False
3980946112,North America,2012-03-04,2012-04-11,2012-05-24,63.26,No,Paper,False
5510823569,,2012-03-09,2012-04-11,2012-05-17,30.06,No,Electronic,True
7483503715,Central America,2012-02-23,2012-04-11,2012-05-24,54.75,No,Paper,False
8788784425,Europe,2012-03-02,2012-04-12,2012-05-08,73.29,,Paper,True
828222998,North America,2012-02-27,2012-04-13,2012-05-26,77.6,No,Paper,True
5216037175,Europe,2012-02-18,2012-04-13,2012-05-20,83.24,No,Electronic,True
4274501664,Europe,2012-02-29,2012-04-13,2012-05-26,81.47,No,Paper,False
7259837539,South America,2012-02-06,2012-04-13,2012-05-26,67.29,,Paper,False
1995851356,Africa&Asia,2012-03-11,2012-04-13,2012-05-26,45.35,No,Electronic,False
9054937897,South America,2012-03-06,2012-04-13,2012-05-26,61.49,No,Paper,False
910054452,Africa&Asia,2012-01-27,2012-04-13,2012-05-26,84.43,No,Paper,False
4041880316,Europe,2012-02-29,2012-04-14,2012-05-27,77.9,No,Electronic,False
3894033760,Central America,2012-01-11,2012-04-15,2012-05-13,35.3,No,Paper,True
4373510378,Central America,2012-02-26,2012-04-15,2012-05-28,38.85,No,Paper,False
7786851730,Europe,2012-02-22,2012-04-15,2012-05-28,59.74,No,Electronic,False
4644516545,North America,2012-03-13,2012-04-15,2012-05-18,58.73,No,Paper,True
8691041327,Europe,2012-01-23,2012-04-16,2012-04-24,74.06,No,Paper,True
5915326736,Central America,2012-03-03,2012-04-16,2012-05-29,49.7,No,Paper,False
3706686871,Africa&Asia,2012-02-05,2012-04-16,2012-04-16,88.84,Yes,Paper,True
489697015,South America,2012-03-01,2012-04-16,2012-05-14,41.44,No,Paper,True
8852045930,Central America,2012-02-14,2012-04-16,2012-05-29,64.78,No,Paper,False
2335256143,Africa&Asia,2012-03-08,2012-04-16,2012-05-29,61.2,No,Paper,False
8983088903,South America,2012-02-20,2012-04-17,2012-05-30,46.17,No,Paper,False
7588924933,Europe,2012-02-15,2012-04-17,2012-05-26,69.54,No,Paper,True
9652079777,Africa&Asia,2012-02-06,2012-04-17,2012-05-14,54.93,Yes,Paper,True
7651606558,North America,2012-01-31,2012-04-17,2012-05-13,59.92,Yes,Paper,True
523612895,Central America,2012-03-03,2012-04-17,2012-05-25,28.77,No,Paper,True
4696816536,South America,2012-02-23,2012-04-18,2012-05-26,39.25,No,Paper,True
572998733,Europe,2012-03-09,2012-04-19,2012-05-19,70.02,No,Paper,True
1582683121,Africa&Asia,2012-02-07,2012-04-19,2012-06-01,,Yes,Paper,False
9065240153,Central America,2012-01-31,2012-04-20,2012-06-02,54.94,No,Paper,False
6885613614,Central America,2012-03-02,2012-04-20,2012-06-02,33.01,No,Electronic,False
9201510343,South America,2012-03-05,2012-04-20,2012-06-02,52.06,No,Paper,False
4433390540,Central America,2012-01-31,2012-04-21,2012-05-20,49.62,No,Paper,True
7214943606,Africa&Asia,2012-02-04,2012-04-21,2012-05-14,88.36,Yes,Paper,True
6814227281,Africa&Asia,2012-03-03,2012-04-21,2012-06-03,96.82,No,Paper,False
5770867325,Africa&Asia,2012-02-22,2012-04-21,2012-06-03,63.97,No,Electronic,False
7672209595,South America,2012-03-14,2012-04-21,2012-06-03,60.41,No,Paper,False
9394972219,North America,2012-02-11,2012-04-22,2012-05-30,72.62,No,Paper,True
7514433905,South America,2012-03-12,2012-04-22,2012-06-03,42.08,No,Paper,True
5759152857,Europe,2012-03-02,2012-04-22,2012-05-14,72.32,Yes,Electronic,True
903308758,,2012-03-14,2012-04-23,2012-06-05,73.87,No,Paper,False
6607624258,Europe,2012-02-14,2012-04-23,2012-05-16,56.31,Yes,Paper,True
9934734648,Europe,2012-02-28,2012-04-24,2012-06-06,74.19,No,Paper,False
1720149611,North America,2012-02-02,2012-04-24,2012-06-06,71.68,No,Paper,False
1678077270,South America,2012-02-27,2012-04-24,2012-06-06,60.93,No,Paper,False
8164708697,Central America,2012-03-20,2012-04-24,2012-05-22,52.8,No,Paper,True
6484297273,North America,2012-04-11,2012-04-25,2012-06-07,73.9,No,Paper,False
7138243506,Europe,2012-02-22,2012-04-26,2012-06-08,96.76,No,Paper,False
6456711996,Europe,2012-03-26,2012-04-26,2012-06-08,84.99,No,Paper,False
535641538,North America,2012-03-03,2012-04-26,2012-06-08,65.01,No,Paper,False
9989225541,South America,2012-03-11,2012-04-27,2012-06-09,53.16,No,Paper,False
5348963302,North America,2012-03-20,2012-04-27,2012-06-09,96.6,No,Paper,False
8488549558,South America,2012-03-08,2012-04-28,2012-05-21,43.62,Yes,Paper,True
704405155,Europe,2012-03-04,2012-04-28,2012-06-10,67.34,No,Paper,False
5446180510,Europe,2012-03-08,2012-04-29,2012-05-31,50.55,Yes,Paper,True
4583643866,South America,2012-02-27,2012-04-29,2012-06-01,84.78,No,Electronic,True
3437789966,South America,2012-03-03,2012-04-29,2012-06-09,52.26,No,Paper,True
1879423925,Europe,2012-02-05,2012-04-29,2012-06-08,65.45,No,Paper,True
6310497928,South America,2012-03-24,2012-04-30,2012-06-12,59.73,No,Paper,False
889501782,Europe,2012-02-22,2012-04-30,2012-06-12,97.06,Yes,Paper,False
3831133517,Europe,2012-03-31,2012-04-30,2012-06-12,83.7,No,Paper,False
2691990675,Europe,2012-03-18,2012-05-01,2012-06-13,93.7,No,Electronic,False
1841814103,Europe,2012-02-16,2012-05-01,2012-06-06,56.25,Yes,Electronic,True
7579897588,South America,2012-03-22,2012-05-02,2012-06-14,63.42,No,Paper,False
7043895839,North America,2012-03-23,2012-05-02,2012-06-14,120.76,No,Paper,False
5202032585,Africa&Asia,2012-03-14,2012-05-02,2012-06-13,58.19,No,Paper,True
555108669,Europe,2012-02-18,2012-05-02,2012-06-14,116.78,Yes,Electronic,False
9108099905,,2012-03-15,2012-05-02,2012-06-14,73.3,No,Paper,False
5458519467,North America,2012-04-06,2012-05-02,2012-06-14,73.62,No,Electronic,False
4816230113,Africa&Asia,2012-03-31,2012-05-02,2012-06-14,59.17,No,Paper,False
2268924543,Europe,2012-02-19,2119-05-02,2012-06-04,66.12,Yes,Paper,True
428154463,Europe,2012-03-15,2012-05-03,2012-06-15,39.51,,Paper,False
6248246137,Central America,2012-03-21,2012-05-03,2012-06-04,56.84,No,Paper,True
1130346124,Africa&Asia,2012-03-31,2012-05-03,2012-06-15,27.53,No,Paper,False
5212915028,North America,2012-02-13,2012-05-03,2012-06-15,59.78,No,Paper,False
873433318,North America,2012-03-11,2012-05-05,2012-06-17,82.2,No,Paper,False
4191207150,Africa&Asia,2012-03-27,2012-05-05,2012-06-08,82.38,Yes,Electronic,True
4109648418,South America,2012-02-22,2012-05-05,2012-06-12,36.86,No,Paper,True
3861752292,Europe,2012-02-25,2012-05-05,2012-06-02,55.78,No,Paper,True
9801799192,North America,2012-02-23,2012-05-06,2012-06-18,62.1,No,Paper,False
4125771401,South America,2012-02-23,2012-05-06,2012-06-12,64.4,No,Paper,True
3556035555,South America,2012-04-17,2012-05-06,2012-06-06,77.53,No,Paper,True
274057720,Europe,2012-03-08,2012-05-07,2012-06-19,50.96,No,Paper,False
6736160445,Europe,2012-04-05,2012-05-07,2012-06-03,30.53,Yes,Paper,True
1175501399,Africa&Asia,2012-04-15,2012-05-07,2012-06-19,60.55,No,Paper,False
385813290,North America,2012-03-13,2012-05-07,2012-06-19,73.9,No,Electronic,False
9338042562,Africa&Asia,2012-02-20,2012-05-07,2012-06-19,45.76,Yes,Paper,False
2293228619,Africa&Asia,2012-02-26,2012-05-08,2012-06-04,48.47,Yes,Electronic,True
1976510492,South America,2012-02-29,2012-05-08,2012-06-01,61.86,Yes,Paper,True
874115043,Central America,2012-02-24,2012-05-08,2012-06-09,41.25,Yes,Paper,True
1491017498,Central America,2012-02-29,2012-05-09,2012-06-21,19.23,No,Paper,False
3319185490,Europe,2012-04-05,2012-05-10,2012-06-22,77.76,No,Electronic,False
2836103383,Africa&Asia,2012-04-10,2012-05-10,2012-06-10,68.21,Yes,Paper,True
6425569284,North America,2012-03-30,2012-05-10,2012-06-15,35.36,No,Paper,True
6470441610,North America,2012-03-24,2012-05-11,2012-06-19,56.88,No,Paper,True
3442695944,Africa&Asia,2012-04-18,2012-05-11,2012-06-23,84.39,Yes,Electronic,False
9200291512,Africa&Asia,2012-03-04,2012-05-11,2012-05-30,54.92,Yes,Paper,True
762698565,North America,2012-03-18,2012-05-12,2012-06-24,74.7,No,Paper,False
1675817832,Central America,2012-03-05,2012-05-12,2012-06-19,47.42,No,Paper,True
2979360755,Europe,2012-04-11,2012-05-12,2012-06-24,103.67,No,Electronic,False
4977232177,North America,2012-04-10,2012-05-12,2012-06-24,93.36,No,Electronic,False
5866198434,South America,2012-03-24,2012-05-13,2012-06-25,56.25,No,Paper,False
28049695,South America,2012-03-07,2012-05-14,2012-06-06,80.07,Yes,Paper,True
2649653276,Europe,2012-04-09,2012-05-14,2012-06-26,52.88,No,Electronic,False
7949028171,Europe,2012-03-25,2012-05-15,2012-06-26,76.27,Yes,Electronic,True
1754229382,Europe,2012-03-18,2012-05-15,2012-06-26,81.1,No,Paper,True
9471530987,North America,2012-04-05,2012-05-15,2012-06-27,77.19,No,Paper,False
3755391775,Europe,2012-03-08,2012-05-16,2012-06-28,32.88,Yes,Paper,False
8144548869,Central America,2012-04-09,2012-05-16,2012-06-28,36.2,No,Electronic,False
6219456346,Central America,2012-02-09,2012-05-16,2012-05-31,71.26,No,Paper,True
6346701213,Europe,2012-04-12,2012-05-16,2012-06-16,29.99,Yes,Paper,True
3530838063,Central America,2012-03-27,2012-05-16,2012-06-28,50.58,No,Paper,False
4903468657,North America,2012-04-06,2012-05-17,2012-06-29,66.55,No,Electronic,False
1256452795,Central America,2012-04-11,2012-05-17,2012-06-28,41.29,No,Paper,True
9146955602,North America,2012-03-29,2012-05-17,2012-06-29,38.84,No,Paper,False
3148980303,North America,2012-04-18,2012-05-17,2012-06-29,82.2,No,Electronic,False
4884610178,North America,2012-04-27,2012-05-19,2012-07-01,,No,Electronic,False
8527409222,South America,2012-03-04,2012-05-19,2012-07-01,67.97,No,Paper,False
2127219922,Europe,2012-04-30,2012-05-19,2012-07-01,68.89,Yes,Paper,False
4943574800,Africa&Asia,2012-03-31,2012-05-20,2012-07-02,54.82,No,Paper,False
8732948590,Europe,2012-03-21,2012-05-20,2012-06-25,65.77,Yes,Paper,True
4926391244,Europe,2012-03-15,2012-05-20,2012-07-02,62.96,No,Electronic,False
3007642107,North America,2012-04-04,2012-05-20,2012-07-02,56.03,No,Paper,False
4293073482,Central America,2012-04-10,2012-05-20,2012-07-02,37.27,No,Paper,False
7056189326,North America,2012-04-28,2012-05-20,2012-07-02,53.81,No,Paper,False
8873482075,Europe,2012-04-23,2012-05-21,2012-07-03,93.86,No,Paper,False
7022172137,Europe,2012-03-07,2012-05-21,2012-06-03,63.33,Yes,Paper,True
9744145268,North America,2012-02-28,2012-05-21,2012-07-03,51.65,No,Paper,False
1102283094,Europe,2012-04-30,2012-05-21,2012-07-03,84.81,Yes,Electronic,False
6723004451,Africa&Asia,2012-03-28,2012-05-21,2012-07-03,60.2,No,Paper,False
6034265548,Europe,2012-04-02,2012-05-21,2012-07-03,55.54,Yes,Paper,False
4240460379,Africa&Asia,2012-04-02,2012-05-21,2012-06-27,58.64,No,Paper,True
3958060330,South America,2012-03-22,2012-05-22,2012-06-23,35.02,No,Paper,True
3404073698,Europe,2012-04-26,2012-05-22,2012-07-04,87.82,No,Paper,False
8772170448,Europe,2012-04-01,1012-05-22,2012-07-04,59.74,No,Paper,False
4458878337,South America,2012-03-22,2012-05-22,2012-06-07,42.16,Yes,Paper,True
3878072664,North America,2012-04-20,2012-05-23,2012-07-05,65.25,No,Electronic,False
3666273580,Central America,2012-03-20,2012-05-23,2012-07-05,48.03,No,Paper,False
9641285578,North America,2012-03-31,2012-05-23,2012-07-05,91.98,No,Paper,False
9551992852,South America,2012-04-17,2012-05-23,2012-06-11,74.28,Yes,Paper,True
3193716421,Central America,2012-03-13,2012-05-23,2012-06-24,19.01,Yes,Paper,True
7790893341,North America,2012-03-30,2012-05-23,2012-06-08,79.59,No,Paper,True
7683330179,North America,2012-04-13,2012-05-23,3012-06-44,50.44,No,Paper,True
8375759964,Central America,2012-04-20,2012-05-24,2012-07-06,36.83,No,Paper,False
9699349431,Africa&Asia,2012-04-04,2012-05-24,2012-07-06,71.08,No,Paper,False
9647514843,Central America,2012-04-03,2012-05-25,2012-06-16,71.04,No,Paper,True
5893003141,Europe,2012-04-19,2012-05-25,2012-07-06,71.36,No,Paper,True
5244938150,Central America,2012-03-29,2012-05-25,2012-07-07,34.58,No,Paper,False
1842693179,Europe,2012-03-16,2012-05-25,2012-07-07,68.35,No,Paper,False
3059762404,Europe,2012-03-11,2012-05-25,2012-07-07,51.34,No,Electronic,False
9677444633,Africa&Asia,2012-04-09,2012-05-26,2012-07-08,44.96,No,Paper,False
1223908099,South America,2012-04-08,2012-05-27,2012-07-09,43.09,No,Paper,False
2592238538,North America,2012-03-04,2012-05-27,2012-07-02,92.25,Yes,Paper,True
3905872436,Africa&Asia,2012-02-28,2012-05-27,2012-07-04,70.07,Yes,Paper,True
5627371581,South America,2012-03-30,2012-05-28,2012-07-10,55.22,No,Electronic,False
2570203308,South America,2012-05-20,2012-05-28,2012-07-05,44.33,No,Paper,True
3053205526,North America,2012-04-30,2012-05-28,2012-07-10,56.56,No,Paper,False
3478923173,Africa&Asia,2012-03-07,2012-05-28,2012-07-09,87.48,Yes,Paper,True
4242402632,Africa&Asia,2012-04-13,2012-05-28,2012-07-10,35.32,No,Electronic,False
5318528972,North America,2012-04-20,2012-05-28,2012-07-10,95.99,No,Paper,False
4789397752,Africa&Asia,2012-03-20,2012-05-29,2012-07-11,77.54,No,Paper,False
9901724277,Central America,2012-05-11,2012-05-29,2012-07-11,53.67,Yes,Paper,False
6149070076,South America,2012-04-27,2012-05-29,2012-07-11,50.96,No,Paper,False
907309591,North America,2012-03-28,2012-05-29,2012-07-01,64.78,No,Paper,True
2123935700,Europe,2012-03-22,2012-05-29,2012-07-09,55.55,No,Paper,True
2088115416,Central America,2012-05-22,2012-05-29,2012-07-11,57.07,No,Paper,False
6846122698,Europe,2012-04-17,2012-05-30,2012-06-26,68.22,No,Paper,True
601440262,Africa&Asia,2012-03-13,2012-05-30,2012-06-24,42.76,Yes,Paper,True
101415601,Africa&Asia,2012-04-18,2012-05-31,2012-07-10,40.07,No,Paper,True
4861734696,Central America,2012-04-23,2012-05-31,2012-07-13,24.59,No,Paper,False
7083555556,Africa&Asia,2012-04-29,2012-05-31,2012-07-13,84.26,No,Paper,False
8862522772,Central America,2012-05-10,2012-05-31,2012-07-13,26.91,No,Paper,False
6895920102,Europe,2012-05-02,2012-05-31,2012-07-13,65.13,No,Paper,False
6813183069,Africa&Asia,2012-04-02,2012-06-01,2012-07-04,34.41,No,Paper,True
6612036759,Africa&Asia,2012-03-23,2012-06-01,2012-07-14,34.27,No,Paper,False
6110785497,Central America,2012-04-29,2012-06-01,2012-07-14,86.5,No,Paper,False
8374209501,Europe,2012-04-14,2012-06-01,2012-07-08,83.68,Yes,Paper,True
4112599163,Europe,2012-03-22,2012-06-01,2012-07-14,66.03,Yes,Paper,False
5367243443,Central America,2012-03-14,2012-06-01,2012-06-26,53.81,Yes,Paper,True
8742038745,North America,2012-05-14,2012-06-01,2012-07-14,55.91,No,Electronic,False
8938303761,North America,2012-04-07,2012-06-02,2012-07-15,73.95,No,Paper,False
8466153246,Central America,2012-05-13,2012-06-03,2012-07-16,35.3,No,Paper,False
8066734147,Central America,2012-04-24,2012-06-04,2012-07-17,41.71,,Paper,False
1851875591,Central America,2012-03-28,2012-06-04,2012-06-28,57.09,No,Paper,True
9163369386,Europe,2012-04-16,2012-06-04,2012-07-17,43.75,No,Paper,False
5876175760,South America,2012-04-26,2012-06-05,2012-07-08,64.06,No,Paper,True
7876340954,Europe,2012-04-06,2012-06-05,2012-07-14,38.73,Yes,Paper,True
5047086979,South America,2012-02-29,2012-06-05,2012-06-17,71.5,Yes,Paper,True
6988048839,Europe,2012-04-18,2012-06-05,2012-07-18,71.6,No,Electronic,False
9250019415,Africa&Asia,2012-03-26,2012-06-05,2012-07-18,74.9,No,Paper,False
5359595729,Europe,2012-04-18,2012-06-06,2012-07-19,96.48,No,Paper,False
8061367328,Europe,2012-04-18,2012-06-06,2012-07-19,82.79,No,Electronic,False
4962937321,Central America,2012-05-03,2012-06-06,2012-07-19,67.82,No,Paper,False
9294398501,Europe,2012-05-02,2012-06-06,2012-07-19,49.72,No,Electronic,False
3312319528,Europe,2012-04-26,2012-06-07,2012-07-20,72.6,No,Electronic,False
981596189,Central America,2012-03-26,2012-06-07,2012-07-06,45.79,No,Paper,True
4685005154,Central America,2012-04-01,2012-06-07,2012-07-20,26.14,No,Paper,False
6402352996,Central America,2012-04-07,2012-06-07,2012-07-20,15.4,No,Paper,False
4003153624,Africa&Asia,2012-04-18,2012-06-09,2012-07-22,58.85,No,Electronic,False
3789813449,Central America,2012-04-09,2012-06-09,2012-07-22,48.25,No,Paper,False
186123387,North America,2012-05-12,2012-06-09,2012-07-22,59.85,No,Paper,False
3248497540,South America,2012-05-03,2012-06-09,2012-07-22,68.06,No,Electronic,False
1857536288,North America,2012-04-26,2012-06-09,2012-07-22,64.99,No,Paper,False
4421046102,South America,2012-05-18,2012-06-09,2012-07-18,64.44,No,Paper,True
8548423449,South America,2012-04-05,2012-06-09,2012-07-06,51.6,No,Paper,True
7210230347,North America,2012-04-02,2012-06-10,2012-07-22,43.89,Yes,Paper,True
186768686,Europe,2012-05-28,2012-06-10,2012-07-23,40.54,Yes,Paper,True
5769308033,Central America,2012-04-09,2012-06-10,2012-07-06,35.32,Yes,Paper,True
6552783571,Europe,2012-05-11,2012-06-10,2012-07-15,94.77,Yes,Paper,True
7574832061,North America,2012-05-05,2012-06-10,2012-07-23,63.73,No,Paper,False
6816625096,North America,2012-05-08,2012-06-10,2012-07-23,47.52,No,Paper,False
9039192109,North America,2012-05-11,2012-06-11,2012-07-24,27.18,No,Paper,False
2054631411,Central America,2012-04-05,2012-06-12,2012-07-18,31.96,No,Paper,True
4887614261,North America,2012-04-14,2012-06-12,2012-07-25,60.19,No,Paper,False
3510258292,Central America,2012-05-02,2012-06-13,2012-07-26,38.06,No,Paper,False
3347038968,Africa&Asia,2012-05-10,2012-06-13,2012-07-26,81.7,Yes,Electronic,False
7977041657,South America,2012-05-06,2012-06-13,2012-07-23,43.52,,Paper,True
7832843148,Africa&Asia,2012-03-10,2012-06-14,2012-07-13,78.67,Yes,Paper,True
1014106295,North America,2012-05-16,2012-06-14,2012-07-27,65.57,No,Paper,False
7372190093,Africa&Asia,2012-04-21,2012-06-14,2012-07-27,50.63,Yes,Electronic,False
1158168123,Central America,2012-04-21,2012-06-15,2012-07-11,51.35,No,Paper,True
7214076449,North America,2012-05-18,2012-06-16,2012-07-29,64.47,Yes,Paper,False
5406697446,South America,2012-04-21,2012-06-16,2012-07-08,39.87,Yes,Paper,True
8965430329,Europe,2012-05-11,2012-06-16,2012-07-29,61.6,No,Paper,True
3180169613,Africa&Asia,2012-04-07,2012-06-16,2012-07-29,65.51,No,Paper,False
4977937495,Central America,2012-05-06,2012-06-16,2012-07-29,51.81,No,Paper,False
4983130271,Africa&Asia,2012-04-09,2012-06-17,2012-07-20,66.07,No,Paper,True
3769234535,Africa&Asia,2012-05-06,2012-06-17,2012-07-30,10.73,No,Paper,False
1850105221,Central America,2012-04-29,2012-06-17,2012-07-30,8.03,No,Paper,False
493580936,South America,2012-04-01,2012-06-17,2012-07-25,60.22,Yes,Paper,True
2161660036,Africa&Asia,2012-04-08,2012-06-17,2012-07-28,40.38,No,Paper,True
956388773,Europe,2012-04-28,2012-06-17,2012-07-13,58.13,Yes,Paper,True
6067368978,Africa&Asia,2012-04-24,2012-06-18,2012-07-25,88.48,Yes,Paper,True
4193415114,Central America,2012-04-26,2012-06-18,2012-07-31,49.39,No,Paper,False
9833191595,Central America,2012-05-01,2012-06-18,2012-07-31,66.54,No,Paper,False
3877994257,Africa&Asia,2012-04-10,2012-06-18,2012-07-19,58.35,Yes,Paper,True
7884124958,Central America,2012-05-14,2012-06-19,2012-08-01,39.74,No,Paper,True
4182069928,South America,2012-04-16,2012-06-19,2012-07-31,16.78,No,Paper,True
7358381863,,2012-04-05,2012-06-19,2012-07-25,60.46,No,Electronic,True
1436243551,South America,2012-04-19,2012-06-19,2012-08-01,48.08,No,Paper,False
9774403794,North America,2012-05-05,2012-06-19,2012-08-01,58.2,No,Paper,False
3752294245,South America,2012-05-29,2012-06-19,2012-07-30,55.73,No,Paper,True
642684114,North America,2012-05-10,2012-06-20,2012-08-02,63.36,No,Paper,False
8240803259,North America,2012-05-13,2012-06-20,2012-08-02,67.07,No,Paper,False
6733279966,Europe,2012-05-04,2012-06-20,2012-08-02,45.48,Yes,Paper,False
8147753421,South America,2012-04-29,2012-06-21,2012-08-03,8.22,No,Paper,False
1314367195,Africa&Asia,2012-04-05,2012-06-21,2012-08-03,90.0,No,Paper,False
4975085263,South America,2012-04-14,2012-06-21,2012-07-19,53.66,No,Paper,True
8696910353,North America,2012-04-05,2012-06-21,2012-08-03,82.34,No,Electronic,False
4729784336,North America,2012-05-07,2012-06-22,2012-08-04,49.08,No,,False
3724269616,Africa&Asia,2012-04-09,2012-06-22,2012-07-22,49.71,Yes,Electronic,True
8892880121,South America,2012-04-15,2012-06-22,2012-08-04,48.35,No,Paper,False
9584726059,Central America,2012-04-27,2012-06-23,2012-08-05,40.13,No,Paper,False
7576910302,Europe,2012-05-15,2012-06-23,2012-08-05,82.8,No,Paper,False
4050934350,Europe,2012-04-24,2012-06-23,2012-08-05,71.41,No,Paper,False
9119375519,Europe,2012-05-03,2012-06-23,2012-08-01,94.51,Yes,Electronic,True
57781566,South America,2012-04-18,2012-06-24,2012-08-04,71.49,No,Electronic,True
5002957961,Africa&Asia,2012-05-19,2012-06-24,2012-08-06,61.9,No,Electronic,False
1134404593,Central America,2012-05-09,2012-06-25,2012-08-07,71.35,No,Paper,False
5792413329,South America,2012-05-10,2012-06-26,2012-08-08,47.64,No,Paper,False
6964839828,South America,2012-04-29,2012-06-26,2012-08-08,68.12,No,Paper,False
4456170015,Europe,2012-03-31,2012-06-27,2012-07-05,69.42,Yes,Paper,True
5769746861,Europe,2012-04-30,2012-06-27,2012-08-09,73.09,No,Electronic,False
2843203106,South America,2012-06-08,2012-06-27,2012-07-29,45.75,No,Electronic,True
8984387474,South America,2012-04-23,2012-06-27,2012-08-09,56.4,No,Electronic,False
5715617144,Africa&Asia,2012-05-07,2012-06-28,2012-08-01,59.91,No,Paper,True
9711993534,Africa&Asia,2012-05-02,2012-06-29,2012-07-15,42.62,No,Paper,True
4119311204,South America,2012-05-01,2012-06-30,2012-07-26,60.13,No,Paper,True
886237244,Africa&Asia,2012-05-17,2012-06-30,2012-08-02,74.84,Yes,Paper,True
2899243412,North America,2012-05-09,2012-06-30,2012-08-12,74.22,No,Paper,False
6081045243,South America,2012-04-24,2012-06-30,2012-07-30,69.15,No,Electronic,True
5051186703,North America,2012-06-01,2012-07-01,2012-08-13,42.25,No,Paper,False
1863257564,North America,2012-04-23,2012-07-01,2012-08-13,72.69,No,Paper,False
1715841585,North America,2012-05-22,2012-07-01,2012-08-13,67.38,Yes,Paper,False
5753468265,Europe,2012-05-29,2012-07-01,2012-08-11,94.97,No,Paper,True
8030080145,Africa&Asia,2012-05-01,2012-07-02,2012-08-07,87.16,No,Paper,True
9986249860,South America,2012-05-14,2012-07-02,2012-08-14,67.59,No,Paper,False
2800981232,North America,2012-05-13,2012-07-02,2012-08-14,89.14,No,Paper,False
6115848018,South America,2012-05-08,2012-07-02,2012-08-14,30.12,No,Paper,False
3898799509,South America,2012-05-21,2012-07-03,2012-08-12,45.8,No,Electronic,True
296503272,Europe,2012-04-29,2012-07-03,2012-08-04,61.25,Yes,Paper,True
2364345783,Central America,2012-05-06,2012-07-03,2012-08-15,48.18,No,Paper,False
3123420222,Central America,2012-04-12,2012-07-03,2012-08-15,25.41,No,Paper,False
1221306589,Africa&Asia,2012-05-31,2012-07-03,2012-08-15,79.05,No,Electronic,False
302496633,North America,2012-05-12,2012-07-04,2012-08-16,72.65,No,Electronic,False
9288370923,North America,2012-05-01,2012-07-04,2012-08-15,77.47,Yes,Paper,True
5897876193,North America,2012-05-12,2012-07-04,2012-08-03,76.81,No,Paper,True
5051542190,Central America,2012-04-28,2012-07-04,2012-07-23,53.95,Yes,Paper,True
7427150614,Africa&Asia,2012-04-28,2012-07-05,2012-08-16,7.74,No,Paper,True
5868117840,Central America,2012-04-06,2012-07-05,2012-08-07,24.42,No,Electronic,True
312361525,Europe,2012-05-08,2012-07-05,2012-08-11,66.13,Yes,Paper,True
5747215345,Europe,2012-04-28,2012-07-05,2012-08-04,66.54,Yes,Paper,True
6713223940,North America,2012-05-12,2012-07-05,2012-08-17,55.53,No,Electronic,False
934328892,Europe,2012-05-09,2012-07-05,2012-08-13,59.67,,Paper,True
6937126139,South America,2012-05-30,2012-07-06,2012-08-18,52.74,No,Paper,False
7976742421,North America,2012-05-18,3012-07-06,2012-08-18,54.33,No,Paper,False
5308271793,,2012-05-18,2012-07-06,2012-08-18,73.84,No,Paper,False
4325243093,North America,2012-05-20,2012-07-06,2012-08-18,52.8,No,Paper,False
1043332774,North America,2012-06-01,2012-07-07,2012-08-19,79.09,No,Paper,False
8945288109,Central America,2012-05-18,2012-07-07,2012-08-19,31.81,No,Paper,False
4824986816,South America,2012-05-28,2012-07-07,2012-08-02,51.31,No,Electronic,True
598324396,North America,2012-05-21,2012-07-07,2012-08-13,10.92,No,Paper,True
4941612254,North America,2012-05-28,2012-07-08,2012-08-20,65.27,No,Paper,False
6609044576,South America,2012-05-31,2012-07-08,2012-08-20,47.48,No,Paper,False
3949082624,Europe,2012-05-15,2012-07-08,2012-08-16,107.04,Yes,Electronic,True
3737203878,North America,2012-05-11,2012-07-08,2012-08-20,81.62,No,Electronic,False
6140327615,Europe,2012-05-30,2012-07-08,2012-08-20,54.59,No,Electronic,False
9632048192,North America,2012-04-13,2012-07-09,2012-08-04,128.28,Yes,Paper,True
5939164853,North America,2012-05-06,2012-07-09,2012-08-09,70.43,No,Paper,True
535335924,North America,2012-06-10,2012-07-10,2012-08-16,57.88,No,Paper,True
2219394095,South America,2012-05-09,2012-07-10,2012-08-01,51.32,No,Electronic,True
6035899942,South America,2012-04-21,2012-07-10,2012-08-22,53.52,No,Paper,False
5029459580,South America,2012-05-30,2012-07-10,2012-08-22,34.63,No,Electronic,False
